"rs_frs";"type_transaction";"num_dossier";"code_douane";"code_frs";"num_repertoire";"date_depot";"nbre_total_art";"type_transaction";"val_nette";"emballage";"mise_a_fob";"fret";"autre_frais";"nom_signat_declarant";"date_signat_declarant";"code_pays_provenance";"lib_pays_provenance";"code_pays_achat";"lib_pays_achat";"code_pays_premier_destination";"lib_pays__premier_destination";"code_pays_destination_defi";"lib_pays__destination_defi";"code_devise_ptfn";"code_incoterme";"desig_incoterme";"ptfn";"fob_mont_devise";"code_nat_autoris";"lib_nat_autoris"
"HYDRO BUILDING SYSTEMS";1;93;"1283193D";"28";100;"2023-12-15 00:00:00";1;1;50953.54;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-15 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";50953.54;48000;"";""
"CMA CGM";1;89;"1283193D";"31";1924;"2023-12-14 00:00:00";1;1;5000;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-14 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"TND";"CFR";"C.F.";5000;4800;"39";"Admission Temporaire : (AT)"
"HYDRO BUILDING SYSTEMS ";1;90;"1283193D";"7";1923;"2023-12-14 00:00:00";15;1;95263.52;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-14 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";95263.52;93000;"39";"Admission Temporaire : (AT)"
"GEZE";1;88;"1283193D";"20";1923;"2023-12-13 00:00:00";1;1;736.06;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-13 00:00:00";"DE";"ALLEMAGNE";"DE";"ALLEMAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";736.06;720;"33";"Facture Commerciale : (FC)"
"MAS INTERNATIONAL ";2;87;"1283193D";"30";50874;"2023-12-12 00:00:00";2;2;164811.8;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-12 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F.O.B";164811.8;164811.8;"22";"Facture Definitive a l'Export : (FDE)"
"SERTEM GROUPE";2;85;"1283193D";"23";100;"2023-12-11 00:00:00";1;2;45916.8;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-11 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";45916.8;47000;"";""
"MAS INTERNATIONAL ";2;86;"1283193D";"30";100;"2023-12-11 00:00:00";1;2;164811.8;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-11 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F.O.B";164811.8;164811.8;"";""
"ALUMINCO ";1;84;"1283193D";"29";100;"2023-12-09 00:00:00";1;1;415.17;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-09 00:00:00";"GR";"GRECE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";415.17;400;"";""
"HYDRO BUILDING SYSTEMS";1;83;"1283193D";"28";100;"2023-12-07 00:00:00";1;1;95263.52;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-07 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";95263.52;97000;"";""
"STE ALJAWDA AFRICAN ";2;82;"1283193D";"14";50872;"2023-12-06 00:00:00";2;2;89440;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";89440;91000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;81;"1283193D";"14";50873;"2023-12-06 00:00:00";1;2;142310;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";142310;145000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;79;"1283193D";"14";100;"2023-12-06 00:00:00";1;2;142310;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";142310;145000;"";""
"STE ALJAWDA AFRICAN ";2;80;"1283193D";"14";100;"2023-12-06 00:00:00";1;2;89440;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";89440;91000;"";""
"RESOPAL";1;78;"1283193D";"27";1921;"2023-12-05 00:00:00";1;1;22414.3;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-05 00:00:00";"IT";"ITALIE";"DE";"ALLEMAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";22414.3;23536;"33";"Facture Commerciale : (FC)"
"DORMAKABA";1;77;"1283193D";"22";1920;"2023-11-23 00:00:00";1;1;16200;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-05 00:00:00";"FR";"FRANCE";"MA";"MAROC";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";16200;15500;"39";"Admission Temporaire : (AT)"
"GRANITIFIANDRE ";1;76;"1283193D";"26";1919;"2023-12-01 00:00:00";4;1;25480;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-01 00:00:00";"IT";"ITALIE";"IT";"ITALIE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";25480;27000;"39";"Admission Temporaire : (AT)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;73;"1283193D";"12";50871;"2023-11-07 00:00:00";2;2;49172.5;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-30 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";94692.13;51000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;71;"1283193D";"14";50870;"2023-11-17 00:00:00";1;2;14847;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-30 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";85100;16000;"22";"Facture Definitive a l'Export : (FDE)"
"GRANITIFIANDRE ";1;75;"1283193D";"26";100;"2023-11-30 00:00:00";1;1;25480;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-30 00:00:00";"IT";"ITALIE";"IT";"ITALIE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";25480;27000;"";""
"SADEV";1;74;"1283193D";"21";1918;"2023-11-30 00:00:00";2;1;391.08;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";391.08;405;"33";"Facture Commerciale : (FC)"
"STE ALJAWDA AFRICAN ";2;72;"1283193D";"14";50870;"2023-11-30 00:00:00";1;2;85100;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-30 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";85100;86500;"22";"Facture Definitive a l'Export : (FDE)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;70;"1283193D";"12";100;"2023-11-29 00:00:00";1;2;94692.13;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-29 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";94692.13;95500;"";""
"HEXAGON INTERNATIONAL";2;66;"1283193D";"9";100;"2023-11-29 00:00:00";1;2;530895.93;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-29 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"USD";"CFR";"CF";530895.93;505000;"";""
"HEXAGON INTERNATIONAL";2;67;"1283193D";"9";1917;"2023-11-29 00:00:00";3;2;530895.93;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-29 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";530895.93;505000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;69;"1283193D";"14";100;"2023-11-29 00:00:00";1;2;94692.13;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-29 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";94692.13;96000;"";""
"STE ALJAWDA AFRICAN ";2;68;"1283193D";"14";100;"2023-11-29 00:00:00";1;2;85100;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-29 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";85100;86500;"";""
"HEXAGON INTERNATIONAL";2;65;"1283193D";"9";100;"2023-11-29 00:00:00";1;2;530895.93;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-29 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"USD";"CFR";"CF";530895.93;505000;"";""
"TREMCO CPG FRANCE SAS";1;61;"1283193D";"10";1912;"2023-11-04 00:00:00";1;1;38832.76;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-28 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";38832.76;38832.76;"33";"Facture Commerciale : (FC)"
"ASSA ABLOY";1;64;"1283193D";"25";100;"2023-11-28 00:00:00";1;1;40528.53;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-28 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";40528.53;38500;"";""
"ASSA ABLOY";1;60;"1283193D";"25";100;"2023-11-28 00:00:00";1;1;4673;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-28 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";4673;4673;"";""
"TREMCO CPG";1;59;"1283193D";"24";100;"2023-11-28 00:00:00";1;1;38832.76;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-28 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";38832.76;38832.76;"";""
"TREMCO CPG FRANCE SAS";1;62;"1283193D";"10";1913;"2023-11-04 00:00:00";1;1;38832.76;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-28 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";38832.76;38832.76;"33";"Facture Commerciale : (FC)"
"TREMCO CPG FRANCE SAS";1;63;"1283193D";"10";1914;"2023-11-04 00:00:00";1;1;38832.76;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-28 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";38832.76;38832.76;"33";"Facture Commerciale : (FC)"
"SERTEM GROUPE";2;57;"1283193D";"23";50869;"2023-11-27 00:00:00";1;2;88099.2;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";88099.2;92505;"22";"Facture Definitive a l'Export : (FDE)"
"SERTEM GROUPE";2;54;"1283193D";"23";100;"2023-11-27 00:00:00";1;2;88099.2;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";88099.2;90000;"";""
"ALUCOIL";1;56;"1283193D";"19";100;"2023-11-27 00:00:00";1;1;225579.51;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-27 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";225579.51;214300;"";""
"HEXAGON INTERNATIONAL";2;58;"1283193D";"9";100;"2023-11-27 00:00:00";1;2;530895.93;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";530895.93;505000;"";""
"SERTEM GROUPE";2;55;"1283193D";"23";100;"2023-11-27 00:00:00";1;2;88099.2;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";88099.2;92505;"";""
"DORMAKABA";1;53;"1283193D";"22";1911;"2023-11-23 00:00:00";1;1;16200;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-23 00:00:00";"FR";"FRANCE";"MA";"MAROC";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";16200;15500;"39";"Admission Temporaire : (AT)"
"STE ALJAWDA AFRICAN ";2;52;"1283193D";"14";50868;"2023-11-23 00:00:00";1;2;117250;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-23 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";117250;120000;"22";"Facture Definitive a l'Export : (FDE)"
"SADEV";1;50;"1283193D";"21";100;"2023-11-22 00:00:00";1;1;391.08;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";391.08;420;"";""
"STE ALJAWDA AFRICAN ";2;51;"1283193D";"14";100;"2023-11-22 00:00:00";1;2;117250;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";117250;119000;"";""
"ALUCOIL";1;48;"1283193D";"19";100;"2023-11-21 00:00:00";1;1;225579.51;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-21 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";225579.51;220000;"";""
"ALUCOIL";1;47;"1283193D";"19";100;"2023-11-21 00:00:00";1;1;225579.51;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-21 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";225579.51;220000;"";""
"GEZE";1;49;"1283193D";"20";100;"2023-11-21 00:00:00";1;1;736.06;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-21 00:00:00";"CZ";"REPUBLIQUE TCHEQUE";"DE";"ALLEMAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";736.06;680;"";""
"MAS INTERNATIONAL";2;46;"1283193D";"18";50864;"2023-11-20 00:00:00";3;2;26542.53;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";26542.53;25354.03;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL";2;45;"1283193D";"18";100;"2023-11-20 00:00:00";1;2;26542.53;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";26542.53;25354.03;"";""
"STE ALJAWDA AFRICAN ";2;43;"1283193D";"14";50855;"2023-11-13 00:00:00";1;2;8650;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-17 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";8650;8900;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;40;"1283193D";"14";100;"2023-11-17 00:00:00";1;2;14847;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-17 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";14847;16000;"";""
"STE ALJAWDA AFRICAN ";2;41;"1283193D";"14";100;"2023-11-17 00:00:00";1;2;7815;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-17 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";7815;9000;"";""
"STE ALJAWDA AFRICAN ";2;42;"1283193D";"14";50862;"2023-11-17 00:00:00";1;2;14847;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-17 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";14847;16000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;44;"1283193D";"14";50863;"2023-11-17 00:00:00";1;2;7815;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-17 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";7815;8500;"22";"Facture Definitive a l'Export : (FDE)"
"STE SURMAN MODERNE";2;39;"1283193D";"15";50859;"2023-11-15 00:00:00";1;2;65266.28;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-15 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";65266.28;67000;"22";"Facture Definitive a l'Export : (FDE)"
"STE SURMAN MODERNE";2;38;"1283193D";"16";100;"2023-11-15 00:00:00";1;2;65266.28;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-15 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";65266.28;67000;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;37;"1283193D";"12";50858;"2023-11-07 00:00:00";2;2;49172.5;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-14 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";68110.5;51000;"22";"Facture Definitive a l'Export : (FDE)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;36;"1283193D";"12";100;"2023-11-14 00:00:00";1;2;68110.5;0;0;0;0;"NEJAH BEN KRAIEM";"2023-11-14 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";68110.5;71500;"";""
"STE ALJAWDA AFRICAN ";2;32;"1283193D";"14";100;"2023-11-13 00:00:00";1;2;26998.5;0;0;0;0;"NEJAH BEN KRAIEM";"2023-11-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";26998.5;28348.5;"";""
"STE ALJAWDA AFRICAN ";2;35;"1283193D";"14";50857;"2023-11-13 00:00:00";1;2;113600;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";26998.5;114000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;34;"1283193D";"14";50855;"2023-11-13 00:00:00";1;2;8650;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";8650;8900;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;33;"1283193D";"14";50856;"2023-11-13 00:00:00";1;2;113600;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";113600;114000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;31;"1283193D";"14";100;"2023-11-13 00:00:00";1;2;122250;0;0;0;0;"NEJAH BEN KRAIEM";"2023-11-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";122250;128362.5;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;30;"1283193D";"12";50854;"2023-11-07 00:00:00";2;2;49172.5;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-07 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";49172.5;51000;"22";"Facture Definitive a l'Export : (FDE)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;29;"1283193D";"12";100;"2023-11-07 00:00:00";1;2;49172.5;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-07 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";49172.5;51631.125;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;28;"1283193D";"12";50852;"2023-11-06 00:00:00";1;2;30000;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";30000;31500;"22";"Facture Definitive a l'Export : (FDE)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;27;"1283193D";"12";50853;"2023-11-06 00:00:00";1;2;8213;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";8213;8624;"22";"Facture Definitive a l'Export : (FDE)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;26;"1283193D";"12";100;"2023-11-04 00:00:00";1;2;38213;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-04 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";38213;40123.65;"";""
"TREMCO CPG FRANCE SAS";1;25;"1283193D";"10";1908;"2023-11-04 00:00:00";1;1;38832.76;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-04 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";38832.76;38832.76;"33";"Facture Commerciale : (FC)"
"HEXAGON INTERNATIONAL ";2;19;"1283193D";"8";50848;"2023-11-01 00:00:00";1;2;297716.44;0;0;0;0;"STE ((MAS))";"2023-11-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"USD";"CFR";"C.F.";297716.44;288716.44;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;22;"1283193D";"9";50846;"2023-11-01 00:00:00";2;2;297716.44;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";297716.44;288716.44;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;24;"1283193D";"9";50848;"2023-11-01 00:00:00";2;2;297716.44;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";297716.44;288716.44;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONALE DMCC";2;15;"1283193D";"6";100;"2023-11-01 00:00:00";1;2;270630.89;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";270630.89;243630.89;"";""
"HEXAGON INTERNATIONALE DMCC";2;23;"1283193D";"6";100;"2023-11-01 00:00:00";1;2;297716.44;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";297716.44;288716.44;"";""
"HEXAGON INTERNATIONALE DMCC";2;16;"1283193D";"6";100;"2023-11-01 00:00:00";1;2;297716.44;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";297716.44;288716.44;"";""
"HEXAGON INTERNATIONALE DMCC";2;17;"1283193D";"6";50847;"2023-11-01 00:00:00";1;2;270630.89;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-11-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";270630.89;243630.89;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONALE DMCC";2;18;"1283193D";"6";100;"2023-11-01 00:00:00";1;2;297716.44;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";297716.44;288716.44;"";""
"HEXAGON INTERNATIONALE DMCC";2;20;"1283193D";"6";100;"2023-11-01 00:00:00";1;2;297716.44;0;0;0;0;"NAJEH BEN KRAIEM";"2023-11-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";297716.44;288716.44;"";""
